year,paragraph_id,actors
1996,30,"AUSTRALIA, CANADA, GERMANY, HUGARY, MEXICO, NETHERLANDS, NORWAY, UNITED STATES OF AMERICA (USA)"
1996,31,"ARGENTINA, GERMANY, THAILAND, UNITED STATES OF AMERICA (USA)"
1996,33,UNITED STATES OF AMERICA (USA)
1996,34,"AOSIS, ARGENTINA, AUSTRALIA, BANGLADESH, EUROPEAN UNION, KUWAIT, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
1996,36,"EUROPEAN UNION, SAUDI ARABIA, SOUTH AFRICA, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
1996,37,"AUSTRALIA, AUSTRIA, BRAZIL, CHINA, COLOMBIA, CUBA, EUROPEAN UNION, GERMANY, INDIA, JORDAN, KUWAIT, NEW ZEALAND, NIGERIA, NORWAY, PERU, PHILIPPINES, RUSSIA, SAUDI ARABIA, SPAIN, SWITZERLAND, SYRIA, THAILAND, UNITED STATES OF AMERICA (USA), VIETNAM"
1996,39,"AOSIS, AUSTRALIA, BANGLADESH, BENIN, BOLIVIA, BULGARIA, CENTRAL AFRICAN REPUBLIC, CHINA, COSTA RICA, DEMOCRATIC REPUBLIC OF THE CONGO (DRC), DENMARK, EGYPT, EL SALVADOR, ETHIOPIA, G77, GAMBIA, GEORGIA, HUNGARY, INDONESIA, KENYA, KIRIBATI, LITHUANIA, MALDIVES, MEXICO, MOROCCO, NEPAL, OMAN, PAKISTAN, PANAMA, POLAND, PORTUGAL, TANZANIA, UGANDA, UNITED STATES OF AMERICA (USA)"
1996,40,"BELGIUM, CANADA, DENMARK, EUROPEAN UNION, FINLAND, FRANCE, GERMANY, GREECE, JAPAN, NETHERLANDS, SOUTH KOREA, SWEDEN, SWITZERLAND, UNITED KINGDOM (UK), ZIMBABWE"
1996,42,"AUSTRALIA, CANADA, EUROPEAN UNION, GERMANY, GHANA, IRAN, JORDAN, KUWAIT, NEW ZEALAND, NIGERIA, OMAN, QATAR, RUSSIA, SAUDI ARABIA, SUDAN, SYRIA, UNITED ARAB EMIRATES (UAE), UNITED STATES OF AMERICA (USA), YEMEN"
1996,43,"JAPAN, SAUDI ARABIA, SWITZERLAND"
1996,44,"HUGARY, JAPAN"
1996,46,"ARGENTINA, MAURITANIA, UNITED KINGDOM (UK)"
1996,47,"AOSIS, ARGENTINA, CHINA, EUROPEAN UNION, G77, GERMANY, KUWAIT, RUSSIA, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
1996,49,"CHINA, COSTA RICA, EL SALVADOR, G77, GRULAC, JAMAICA, SAUDI ARABIA, SWITZERLAND, ZIMBABWE"
1996,50,"GERMANY, UNITED STATES OF AMERICA (USA)"
1996,51,AUSTRALIA
1996,53,"AOSIS, ARGENTINA, CANADA, GERMANY, UNITED STATES OF AMERICA (USA)"
1996,54,"GERMANY, UNITED STATES OF AMERICA (USA)"
1996,55,JAPAN
1996,57,"CANADA, FRANCE, JAPAN, SWITZERLAND, UNITED KINGDOM (UK)"
1996,58,"CANADA, CHINA, INDONESIA, ITALIA, NETHERLANDS, UNITED STATES OF AMERICA (USA)"
1996,59,"POLAND, THAILAND, UNITED STATES OF AMERICA (USA)"
1996,60,"COSTA RICA, INDIA, NETHERLANDS, SWITZERLAND"
1996,62,GERMANY
1997,1,UNITED STATES OF AMERICA (USA)
1997,2,"EGYPT, SWITZERLAND"
1997,3,"GERMANY, MALAYSIA"
1997,4,"CANADA, DENMARK, FRANCE, NETHERLANDS, NORWAY, SWEDEN, SWITZERLAND, UNITED KINGDOM (UK)"
1997,12,"BRAZIL, BULGARIA, UNITED KINGDOM (UK)"
1997,13,"BULGARIA, EGYPT"
1997,14,"CHINA, CUBA, DENMARK, EGYPT, EUROPEAN UNION, FINLAND, G77, GRULAC, ICELAND, INDONESIA, IRAN, JAPAN, MOROCCO, NICARAGUA, NORWAY, PANAMA, POLAND, SWITZERLAND, TANZANIA, UNITED STATES OF AMERICA (USA), WEOG"
1997,16,"ALGERIA, AOSIS, AUSTRALIA, AUSTRIA, BARBADOS, BRAZIL, CANADA, CHILE, COLOMBIA, ECUADOR, EGYPT, EUROPEAN UNION, FRANCE, GERMANY, GREECE, HUNGARY, INDIA, JAPAN, NEW ZEALAND, PERU, PHILIPPINES, PORTUGAL, RUSSIA, SOUTH KOREA, SPAIN, UNITED STATES OF AMERICA (USA)"
1997,17,CHINA
1997,19,"BURKINA, CANADA, DENMARK, INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA), PERU, SOUTH AFRICA, SWEDEN, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
1997,20,"BRAZIL, INDIA, IRAN, NICARAGUA, POLAND, RUSSIA, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
1997,24,"BELARUS, CANADA, EUROPEAN UNION, UNITED STATES OF AMERICA (USA)"
1997,25,"CHINA, G77"
1997,26,"CHINA, G77, NORWAY, UNITED STATES OF AMERICA (USA)"
1997,27,"CHINA, G77"
1997,29,"ARGENTINA, CANADA, CHINA, EUROPEAN UNION, G77, NORWAY, SWITZERLAND, UNITED STATES OF AMERICA (USA), URUGUAY"
1997,30,"CANADA, CHINA, EUROPEAN UNION, G77, MALTA, NORWAY, UNITED STATES OF AMERICA (USA)"
1997,31,"CHINA, EUROPEAN UNION, G77"
1997,33,"AOSIS, CANADA, CHINA, EGYPT, EUROPEAN UNION, G77, ICELAND, JAMAICA, JAPAN, NORWAY, TURKEY, UNITED STATES OF AMERICA (USA)"
1997,34,"CANADA, CHINA, G77, JAPAN, NORWAY, UNITED STATES OF AMERICA (USA)"
1997,36,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, G77, IRAN, JAPAN, SAUDI ARABIA, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
1997,37,"AOSIS, AUSTRALIA, CANADA, CHINA, COLOMBIA, EUROPEAN UNION, G77, GERMANY, IRAN, JAPAN, NIGERIA, PHILIPPINES, RUSSIA, SAUDI ARABIA, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
1997,39,"AUSTRALIA, CHINA, EUROPEAN UNION, G77, JAPAN, NORWAY, RUSSIA, SOUTH KOREA, UNITED STATES OF AMERICA (USA)"
1997,40,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, SOUTH KOREA, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
1997,42,"PHILIPPINES, UKRAINE, UNITED KINGDOM (UK)"
1997,43,"AUSTRALIA, CHINA, EUROPEAN UNION, G77, NORWAY, UNITED STATES OF AMERICA (USA)"
1997,44,"CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, NORWAY, PERU, UNITED STATES OF AMERICA (USA)"
1997,47,"AUSTRALIA, BANGLADESH, BARBADOS, EUROPEAN UNION, MALAYSIA, NORWAY, UNITED STATES OF AMERICA (USA)"
1997,49,"CHINA, CUBA, EUROPEAN UNION, G77, INDIA, NIGERIA, POLAND"
1997,50,"ICELAND, UNITED STATES OF AMERICA (USA)"
1997,51,"CANADA, CHINA, EUROPEAN UNION, G77, UNITED STATES OF AMERICA (USA)"
1997,53,CANADA
1997,54,UNITED STATES OF AMERICA (USA)
1997,55,"CANADA, UNITED STATES OF AMERICA (USA)"
1997,57,"AUSTRALIA, CANADA, FRANCE, SWITZERLAND, UNITED STATES OF AMERICA (USA), ZIMBABWE"
1997,59,"EUROPEAN UNION, GERMANY, ITALIA, JAPAN, NORWAY, POLAND, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
